*********************************************
* Combray
* Date/Time: 23-Nov-2015 13:00:39
* Seed: 206879.3475
* Subject Number: 34
* Subject Name: TO
*********************************************

Block	Trial	RunningTime	Image	CorrResp	Resp	RT
1	1	0.00		2	2		1	1.87
1	2	8.05		1	1		2	0.84
1	3	16.08		1	1		2	0.86
1	4	24.11		4	4		NaN	NaN
1	5	34.01		3	3		NaN	NaN
1	6	42.05		1	1		NaN	NaN
1	7	50.08		4	4		4	1.15
1	8	58.12		1	1		2	1.01
1	9	66.15		4	4		4	1.68
1	10	74.18		3	3		3	0.83
1	11	82.22		2	2		1	0.99
1	12	90.25		1	1		1	0.92
1	13	98.28		2	2		2	0.59
1	14	106.34		2	2		2	0.79
1	15	114.37		3	3		3	1.67
1	16	122.40		3	3		3	0.74
1	17	130.44		2	2		2	0.69
1	18	138.47		1	1		1	0.58
1	19	146.52		3	3		3	0.75
1	20	154.55		2	2		2	0.80
1	21	162.59		4	4		4	0.93
1	22	170.62		3	3		3	0.63
1	23	178.66		2	2		2	0.68
1	24	186.69		3	3		3	0.79
1	25	194.72		4	4		4	0.72
1	26	202.76		3	3		3	0.76
1	27	210.79		4	4		4	0.76
1	28	218.83		1	1		1	0.77
1	29	226.86		4	4		4	0.74
1	30	234.89		1	1		1	0.60
1	31	242.93		4	4		4	0.67
1	32	250.98		2	2		2	0.62
1	33	259.01		2	2		2	0.60
1	34	267.05		1	1		1	0.60
1	35	275.10		4	4		4	0.76
1	36	283.15		3	3		3	0.58
1	37	291.18		3	3		3	0.73
1	38	299.22		2	2		2	0.67
1	39	307.25		1	1		1	0.60
1	40	315.28		4	4		4	0.92
