*********************************************
* Combray
* Date/Time: 12-Nov-2015 15:01:23
* Seed: 214635.4832
* Subject Number: 28
* Subject Name: BT
*********************************************

Block	Trial	RunningTime	Image	CorrResp	Resp	RT
1	1	0.00		4	4		4	1.28
1	2	8.03		2	2		2	0.98
1	3	16.07		3	3		3	NaN
1	4	24.12		3	3		3	NaN
1	5	32.15		4	4		4	NaN
1	6	40.18		2	2		2	NaN
1	7	48.24		2	2		2	NaN
1	8	56.27		3	3		3	0.85
1	9	64.30		3	3		3	0.69
1	10	72.34		1	1		1	0.85
1	11	80.37		2	2		2	NaN
1	12	88.42		4	4		4	1.00
1	13	96.45		4	4		4	0.85
1	14	104.49		2	2		2	0.86
1	15	112.54		1	1		1	NaN
1	16	120.59		1	1		1	NaN
1	17	128.62		4	4		4	NaN
1	18	136.66		4	4		4	NaN
1	19	144.69		3	3		3	NaN
1	20	152.73		4	4		3	1.47
1	21	160.76		4	4		4	0.67
1	22	168.79		1	1		1	NaN
1	23	176.84		2	2		2	NaN
1	24	184.88		1	1		1	NaN
1	25	192.91		3	3		3	0.79
1	26	200.95		1	1		1	NaN
1	27	208.98		2	2		2	NaN
1	28	217.01		3	3		3	NaN
1	29	225.05		3	3		3	1.37
1	30	233.08		2	2		2	1.12
1	31	241.11		1	1		1	NaN
1	32	249.15		4	4		4	0.79
1	33	257.18		2	2		2	0.85
1	34	265.22		3	3		3	NaN
1	35	273.25		2	2		2	NaN
1	36	281.28		1	1		1	0.81
1	37	289.33		1	1		1	NaN
1	38	297.37		3	3		3	1.06
1	39	305.40		1	1		1	NaN
1	40	313.44		4	4		4	0.98
