*********************************************
* Combray
* Date/Time: 03-Nov-2015 08:56:17
* Seed: 212306.2091
* Subject Number: 24
* Subject Name: JF
*********************************************

Block	Trial	RunningTime	Image	CorrResp	Resp	RT
1	1	0.00		4	4		4	1.45
1	2	8.03		4	4		4	0.94
1	3	16.07		1	1		1	0.78
1	4	24.10		4	4		4	0.98
1	5	32.14		1	1		1	0.70
1	6	40.19		4	4		4	0.75
1	7	48.22		3	3		3	0.90
1	8	56.25		2	2		2	0.78
1	9	64.29		3	3		3	0.87
1	10	72.32		1	1		1	0.87
1	11	80.36		1	1		1	0.71
1	12	88.39		4	4		4	0.90
1	13	96.42		3	3		3	1.43
1	14	104.46		2	2		2	0.69
1	15	112.49		4	4		4	1.20
1	16	120.54		3	3		3	0.85
1	17	128.58		2	2		2	0.86
1	18	136.63		1	1		1	0.60
1	19	144.66		3	3		3	1.07
1	20	152.69		2	2		2	0.62
1	21	160.73		1	1		1	0.53
1	22	168.78		4	4		4	1.52
1	23	176.81		1	1		1	0.58
1	24	184.85		4	4		4	0.93
1	25	192.88		3	3		3	0.68
1	26	200.93		2	2		2	0.80
1	27	208.97		2	2		2	0.58
1	28	217.00		3	3		3	0.85
1	29	225.03		1	1		1	0.78
1	30	233.07		3	3		3	0.87
1	31	241.10		2	2		2	1.22
1	32	249.13		1	1		1	0.56
1	33	257.17		2	2		2	0.60
1	34	265.20		2	2		2	0.73
1	35	273.24		4	4		4	1.00
1	36	281.27		2	2		2	0.80
1	37	289.30		3	3		3	1.07
1	38	297.34		4	4		4	1.12
1	39	305.37		3	3		3	0.77
1	40	313.40		1	1		1	0.67
