*********************************************
* Combray
* Date/Time: 10-Dec-2015 16:07:29
* Seed: 207956.636
* Subject Number: 40
* Subject Name: DT
*********************************************

Block	Trial	RunningTime	Image	CorrResp	Resp	RT
2	1	0.00		2	2		2	0.88
2	2	8.02		4	4		4	0.83
2	3	16.07		4	4		4	0.67
2	4	24.10		3	3		3	0.80
2	5	32.14		4	4		4	0.93
2	6	40.17		1	1		1	0.72
2	7	48.21		1	1		1	0.76
2	8	56.24		3	3		3	0.85
2	9	64.27		2	2		2	0.73
2	10	72.31		2	2		2	0.67
2	11	80.34		3	3		3	0.85
2	12	88.39		3	3		3	0.87
2	13	96.42		1	1		1	0.72
2	14	104.46		3	3		3	0.77
2	15	112.49		1	1		1	0.72
2	16	120.53		3	3		3	0.77
2	17	128.56		2	2		2	0.85
2	18	136.59		1	1		1	0.70
2	19	144.63		1	1		1	0.70
2	20	152.66		4	4		4	0.79
2	21	160.70		2	2		2	0.73
2	22	168.73		4	4		4	0.73
2	23	176.76		4	4		4	0.68
2	24	184.80		3	3		3	0.85
2	25	192.83		3	3		3	0.68
2	26	200.87		2	2		2	0.72
2	27	208.90		1	1		1	0.66
2	28	216.93		3	3		3	0.77
2	29	224.97		2	2		2	0.85
2	30	233.00		2	2		2	0.63
2	31	241.04		4	4		4	0.79
2	32	249.07		4	4		4	1.00
2	33	257.10		2	2		2	0.82
2	34	265.14		4	4		4	0.76
2	35	273.17		3	3		3	0.96
2	36	281.20		1	1		1	0.73
2	37	289.24		4	4		4	0.90
2	38	297.27		1	1		1	2.00
6.515306e-01	2	39	305.31		2	2		2	0.80
2	40	313.36		1	1		1	0.69
