*********************************************
* Combray
* Date/Time: 15-Sep-2015 09:19:21
* Seed: 211662.1243
* Subject Number: 04
* Subject Name: MG
*********************************************

Block	Trial	RunningTime	Image	CorrResp	Resp	RT
1	1	0.00		1	1		1	0.80
1	2	7.05		3	3		3	0.93
1	3	15.07		1	1		1	0.55
1	4	23.08		1	1		1	0.75
1	5	31.10		4	4		4	0.75
1	6	39.12		1	1		1	0.63
1	7	47.14		2	2		2	0.58
1	8	55.15		1	1		1	0.56
1	9	63.17		2	2		2	0.58
1	10	71.19		4	4		4	0.62
1	11	79.20		3	3		3	0.68
1	12	87.22		4	4		4	0.59
1	13	95.24		1	1		1	0.62
1	14	103.26		2	2		2	0.84
1	15	111.27		2	2		2	0.83
1	16	119.29		4	4		4	0.74
1	17	127.31		3	3		3	0.54
1	18	135.33		3	3		3	0.63
1	19	143.34		2	2		2	0.68
1	20	151.36		3	3		3	0.60
1	21	159.38		1	1		1	0.78
1	22	167.39		3	3		3	0.57
1	23	175.41		4	4		4	0.73
1	24	183.43		2	2		2	0.49
1	25	191.45		3	3		3	0.73
1	26	199.46		4	4		4	0.48
1	27	207.48		3	3		3	0.60
1	28	215.50		1	1		1	0.57
1	29	223.51		2	2		2	0.53
1	30	231.53		1	1		1	0.52
1	31	239.55		4	4		4	0.68
1	32	247.57		2	2		2	0.58
1	33	255.58		3	3		3	0.60
1	34	263.60		4	4		4	0.86
1	35	271.62		4	4		4	0.80
1	36	279.64		3	3		3	0.63
1	37	287.65		4	4		4	0.60
1	38	295.67		2	2		1	2.00
5.541653e-01	1	39	303.69		2	2		2	0.58
1	40	311.70		1	1		1	0.55
