*********************************************
* Combray
* Date/Time: 21-Nov-2015 16:23:13
* Seed: 214265.7905
* Subject Number: 31
* Subject Name: EF
*********************************************

Block	Trial	RunningTime	Image	CorrResp	Resp	RT
1	1	0.00		1	1		1	1.16
1	2	8.03		4	4		4	0.85
1	3	16.06		4	4		4	0.88
1	4	24.10		4	4		4	0.68
1	5	32.13		1	1		1	0.72
1	6	40.16		1	1		1	0.68
1	7	48.20		2	2		2	0.78
1	8	56.23		3	3		3	0.69
1	9	64.27		1	1		1	0.72
1	10	72.30		2	2		2	0.80
1	11	80.35		2	2		2	0.85
1	12	88.38		3	3		3	0.64
1	13	96.42		2	2		2	0.78
1	14	104.45		4	4		4	0.95
1	15	112.50		3	3		3	0.67
1	16	120.54		1	1		1	0.95
1	17	128.57		4	4		4	0.73
1	18	136.60		2	2		2	0.90
1	19	144.65		2	2		2	0.85
1	20	152.69		2	2		2	0.68
1	21	160.72		1	1		1	0.70
1	22	168.76		1	1		1	0.53
1	23	176.79		3	3		3	0.65
1	24	184.82		3	3		3	0.68
1	25	192.86		1	1		1	0.71
1	26	200.91		4	4		4	1.13
1	27	208.94		4	4		4	0.87
1	28	216.98		4	4		4	0.67
1	29	225.01		4	4		4	0.83
1	30	233.04		3	3		3	1.07
1	31	241.08		2	2		2	0.78
1	32	249.11		1	1		1	0.84
1	33	257.15		4	4		4	0.70
1	34	265.18		2	2		2	0.72
1	35	273.21		3	3		3	0.87
1	36	281.25		3	3		3	0.81
1	37	289.28		3	3		3	0.64
1	38	297.31		2	2		2	1.18
1	39	305.35		3	3		3	0.68
1	40	313.40		1	1		1	0.73
