*********************************************
* Combray
* Date/Time: 11-Nov-2015 15:42:33
* Seed: 210752.637
* Subject Number: 27
* Subject Name: AF
*********************************************

Block	Trial	RunningTime	Image	CorrResp	Resp	RT
2	1	0.00		2	2		2	1.26
2	2	8.05		4	4		4	1.10
2	3	16.08		2	2		2	0.71
2	4	24.11		1	1		1	0.57
2	5	32.15		3	3		3	0.85
2	6	40.18		4	4		4	0.82
2	7	48.22		3	3		3	0.72
2	8	56.27		4	4		4	0.69
2	9	64.30		1	1		1	0.63
2	10	72.33		4	4		4	1.16
2	11	80.37		2	2		2	0.75
2	12	88.42		1	1		1	0.66
2	13	96.45		4	4		4	0.72
2	14	104.49		4	4		4	0.77
2	15	112.52		2	2		2	0.71
2	16	120.55		3	3		3	1.11
2	17	128.61		1	1		1	0.67
2	18	136.64		4	4		4	1.43
2	19	144.67		2	2		2	0.80
2	20	152.71		4	4		4	0.75
2	21	160.74		2	2		2	0.68
2	22	168.79		3	3		3	1.30
2	23	176.83		1	1		1	0.90
2	24	184.86		1	1		1	0.77
2	25	192.89		1	1		1	0.73
2	26	200.93		3	3		4	1.74
2	27	208.96		2	2		2	0.71
2	28	216.99		4	4		4	1.26
2	29	225.03		2	2		2	0.60
2	30	233.06		3	3		3	1.48
2	31	241.10		3	3		3	0.58
2	32	249.15		1	1		1	0.76
2	33	257.18		2	2		2	0.67
2	34	265.21		2	2		2	0.69
2	35	273.26		3	3		3	0.93
2	36	281.30		4	4		4	0.84
2	37	289.33		3	3		3	1.08
2	38	297.37		1	1		1	0.98
2	39	305.40		3	3		3	1.08
2	40	313.43		1	1		1	0.68
