*********************************************
* Combray
* Date/Time: 12-Oct-2015 16:14:18
* Seed: 209658.5346
* Subject Number: 21
* Subject Name: SZ
*********************************************

Block	Trial	RunningTime	Image	CorrResp	Resp	RT
2	1	0.00		3	3		3	1.28
2	2	8.03		1	1		1	0.88
2	3	16.06		4	4		4	1.14
2	4	24.11		2	2		2	0.61
2	5	32.15		2	2		2	1.06
2	6	40.18		1	1		1	1.06
2	7	48.23		2	2		2	0.76
2	8	56.27		1	1		1	0.91
2	9	64.30		3	3		3	1.16
2	10	72.35		4	4		4	1.00
2	11	80.38		1	1		1	0.75
2	12	88.42		1	1		1	0.82
2	13	96.45		1	1		1	0.53
2	14	104.50		4	4		4	1.48
2	15	112.54		2	2		2	0.82
2	16	120.57		3	3		3	0.91
2	17	128.60		4	4		4	1.07
2	18	136.64		4	4		4	1.17
2	19	144.69		1	1		1	0.77
2	20	152.72		4	4		4	0.97
2	21	160.76		3	3		3	1.03
2	22	168.79		4	4		4	1.08
2	23	176.82		2	2		2	0.95
2	24	184.86		2	2		2	0.80
2	25	192.89		3	3		3	1.01
2	26	200.94		1	1		1	0.94
2	27	208.98		3	3		3	1.13
2	28	217.01		3	3		3	0.95
2	29	225.06		2	2		2	0.85
2	30	233.11		4	4		4	0.98
2	31	241.16		4	4		4	0.88
2	32	249.20		2	2		2	0.89
2	33	257.23		1	1		1	0.68
2	34	265.26		1	1		1	1.00
2	35	273.30		4	4		4	1.20
2	36	281.33		2	2		2	0.94
2	37	289.36		3	3		3	0.82
2	38	297.40		2	2		2	0.85
2	39	305.43		3	3		3	0.70
2	40	313.47		3	3		3	0.71
