*********************************************
* Combray
* Date/Time: 18-Aug-2015 10:11:33
* Seed: 209222.2591
* Subject Number: 01
* Subject Name: MH2
*********************************************

Block	Trial	RunningTime	Image	CorrResp	Resp	RT
2	1	0.00		3	3		NaN	NaN
2	2	7.04		3	3		3	1.23
2	3	15.06		4	4		4	0.88
2	4	23.08		2	2		1	1.66
2	5	31.09		4	4		4	1.08
2	6	39.11		2	2		2	1.02
2	7	47.13		1	1		1	0.97
2	8	55.15		4	4		4	1.69
2	9	63.16		1	1		1	0.98
2	10	71.18		2	2		2	1.30
2	11	79.20		3	3		3	1.52
2	12	87.21		1	1		1	0.95
2	13	95.23		3	3		3	1.07
2	14	103.25		3	3		3	0.85
2	15	111.27		1	1		1	0.95
2	16	119.28		4	4		4	1.43
2	17	127.30		2	2		2	0.92
2	18	135.32		3	3		3	1.20
2	19	143.33		2	2		2	0.91
2	20	151.35		1	1		1	0.78
2	21	159.37		2	2		2	0.83
2	22	167.39		4	4		4	1.38
2	23	175.40		4	4		4	1.32
2	24	183.42		2	2		1	1.51
2	25	191.44		3	3		3	1.03
2	26	199.45		1	1		1	0.88
2	27	207.47		2	2		2	0.78
2	28	215.49		3	3		3	1.42
2	29	223.51		1	1		1	1.08
2	30	231.52		4	4		4	1.70
2	31	239.54		3	3		NaN	NaN
2	32	247.56		4	4		4	0.53
2	33	255.58		1	1		1	1.20
2	34	263.59		4	4		4	1.25
2	35	271.61		1	1		1	0.82
2	36	279.63		3	3		3	1.00
2	37	287.64		2	2		2	1.12
2	38	295.66		2	2		1	1.81
2	39	303.68		4	4		4	1.19
2	40	311.70		1	1		1	0.88
