*********************************************
* Combray
* Date/Time: 19-Aug-2015 15:20:11
* Seed: 212935.0183
* Subject Number: 02
* Subject Name: GN
*********************************************

Block	Trial	RunningTime	Image	CorrResp	Resp	RT
1	1	0.00		4	4		NaN	NaN
1	2	7.05		4	4		1	0.99
1	3	15.07		3	3		3	1.64
1	4	23.09		4	4		4	1.19
1	5	31.11		4	4		4	1.78
1	6	39.12		2	2		2	1.22
1	7	47.14		2	2		2	0.82
1	8	55.16		3	3		NaN	NaN
1	9	63.17		1	1		1	0.82
1	10	71.19		2	2		2	1.05
1	11	79.21		3	3		4	1.59
1	12	87.23		1	1		1	1.27
1	13	95.24		3	3		3	1.80
1	14	103.26		1	1		1	0.73
1	15	111.28		2	2		2	0.86
1	16	119.29		1	1		1	0.84
1	17	127.31		3	3		NaN	NaN
1	18	135.33		4	4		4	0.95
1	19	143.35		3	3		3	0.88
1	20	151.36		4	4		4	0.84
1	21	159.38		1	1		1	0.65
1	22	167.40		1	1		1	0.68
1	23	175.42		3	3		3	1.09
1	24	183.43		1	1		1	0.70
1	25	191.45		1	1		1	0.76
1	26	199.47		1	1		1	0.78
1	27	207.48		1	1		1	0.54
1	28	215.50		3	3		3	1.10
1	29	223.52		2	2		2	0.63
1	30	231.54		2	2		2	0.57
1	31	239.55		3	3		3	0.80
1	32	247.57		4	4		4	0.77
1	33	255.59		2	2		2	0.63
1	34	263.60		2	2		2	0.90
1	35	271.62		2	2		2	0.57
1	36	279.64		4	4		4	0.75
1	37	287.66		4	4		4	0.72
1	38	295.67		4	4		4	0.68
1	39	303.69		3	3		3	0.74
1	40	311.71		2	2		2	0.61
